name,percent above average edits,number obs,DF (N-2),nucleotide pearson correlation,nucleotide t value,amino acid pearson correlation,amino acid t value

Pl_atpA_trimmed,75.59,1309,1307,-0.621185,28.656901,-0.764930,42.933597
Pl_atpB_trimmed,78.90,1595,1593,-0.658982,34.968054,-0.790035,51.433936
Pl_petB_trimmed,73.75,603,601,-0.465870,12.907169,-0.608906,18.818371
Pl_petD_trimmed,71.57,411,409,0.030360,0.614270,-0.336971,7.238145
Pl_psaB_trimmed,72.97,1862,1860,-0.412058,19.503893,-0.553343,28.650377
Pl_psbA_trimmed,82.22,1006,1004,-0.446121,15.794627,-0.499889,18.288487
Pl_psbB_trimmed,65.97,1392,1390,-0.205191,7.816391,-0.341743,13.557343
Pl_psbC_trimmed,72.03,1314,1312,-0.303646,11.543567,-0.347073,13.404765
Pl_psbD_trimmed,100.00,1010,1008,-0.566283,21.813495,-0.572161,22.149306
Pl_psbE_trimmed,100.00,164,162,-0.405441,5.645220,-0.079995,1.021439
